Date,ExchangeRate,Currency
2002-07-01,0.9893,EUR
2002-07-02,0.984,EUR
2002-07-03,0.9816,EUR
2002-07-05,0.973,EUR
2002-07-08,0.9869,EUR
2002-07-09,0.9938,EUR
2002-07-10,0.989,EUR
2002-07-11,0.9927,EUR
2002-07-12,0.9904,EUR
2002-07-15,1.0072,EUR
2002-07-16,1.0087,EUR
2002-07-17,1.0078,EUR
2002-07-18,1.0067,EUR
2002-07-19,1.0156,EUR
2002-07-22,1.0098,EUR
2002-07-23,0.9933,EUR
2002-07-24,0.9945,EUR
2002-07-25,0.9997,EUR
2002-07-26,0.9882,EUR
2002-07-29,0.9779,EUR
2002-07-30,0.9879,EUR
2002-07-31,0.9796,EUR
2002-08-01,0.9843,EUR
2002-08-02,0.9882,EUR
2002-08-05,0.9846,EUR
2002-08-06,0.964,EUR
2002-08-07,0.9738,EUR
2002-08-08,0.9653,EUR
2002-08-09,0.9714,EUR
2002-08-12,0.9778,EUR
2002-08-13,0.9787,EUR
2002-08-14,0.9867,EUR
2002-08-15,0.9816,EUR
2002-08-16,0.9836,EUR
2002-08-19,0.9775,EUR
2002-08-20,0.9779,EUR
2002-08-21,0.9796,EUR
2002-08-22,0.9697,EUR
2002-08-23,0.9726,EUR
2002-08-26,0.9731,EUR
2002-08-27,0.9814,EUR
2002-08-28,0.982,EUR
2002-08-29,0.9829,EUR
2002-08-30,0.9806,EUR
2002-09-03,0.9959,EUR
2002-09-04,0.9923,EUR
2002-09-05,0.9911,EUR
2002-09-06,0.9843,EUR
2002-09-09,0.9817,EUR
2002-09-10,0.9752,EUR
2002-09-11,0.9724,EUR
2002-09-12,0.9761,EUR
2002-09-13,0.9743,EUR
2002-09-16,0.9723,EUR
2002-09-17,0.9685,EUR
2002-09-18,0.9789,EUR
2002-09-19,0.9817,EUR
2002-09-20,0.9839,EUR
2002-09-23,0.9822,EUR
2002-09-24,0.9815,EUR
2002-09-25,0.9797,EUR
2002-09-26,0.9755,EUR
2002-09-27,0.9772,EUR
2002-09-30,0.9879,EUR
2002-10-01,0.9859,EUR
2002-10-02,0.9842,EUR
2002-10-03,0.9871,EUR
2002-10-04,0.9821,EUR
2002-10-07,0.9816,EUR
2002-10-08,0.9796,EUR
2002-10-09,0.9868,EUR
2002-10-10,0.9861,EUR
2002-10-11,0.9854,EUR
2002-10-15,0.981,EUR
2002-10-16,0.9824,EUR
2002-10-17,0.9718,EUR
2002-10-18,0.9708,EUR
2002-10-21,0.9732,EUR
2002-10-22,0.9782,EUR
2002-10-23,0.9772,EUR
2002-10-24,0.9742,EUR
2002-10-25,0.9767,EUR
2002-10-28,0.9843,EUR
2002-10-29,0.9851,EUR
2002-10-30,0.9835,EUR
2002-10-31,0.9881,EUR
2002-11-01,0.9971,EUR
2002-11-04,0.9953,EUR
2002-11-05,0.9994,EUR
2002-11-06,0.9974,EUR
2002-11-07,1.0092,EUR
2002-11-08,1.0139,EUR
2002-11-12,1.0105,EUR
2002-11-13,1.006,EUR
2002-11-14,1.0034,EUR
2002-11-15,1.0082,EUR
2002-11-18,1.0083,EUR
2002-11-19,1.0107,EUR
2002-11-20,1.0024,EUR
2002-11-21,0.9984,EUR
2002-11-22,0.9966,EUR
2002-11-25,0.9937,EUR
2002-11-26,0.9913,EUR
2002-11-27,0.9895,EUR
2002-11-29,0.9932,EUR
2002-12-02,0.9927,EUR
2002-12-03,0.9968,EUR
2002-12-04,0.9999,EUR
2002-12-05,0.9989,EUR
2002-12-06,1.0081,EUR
2002-12-09,1.0088,EUR
2002-12-10,1.0073,EUR
2002-12-11,1.0083,EUR
2002-12-12,1.0189,EUR
2002-12-13,1.0226,EUR
2002-12-16,1.021,EUR
2002-12-17,1.0267,EUR
2002-12-18,1.0254,EUR
2002-12-19,1.0217,EUR
2002-12-20,1.0268,EUR
2002-12-23,1.0217,EUR
2002-12-24,1.0305,EUR
2002-12-26,1.0358,EUR
2002-12-27,1.0411,EUR
2002-12-30,1.046,EUR
2002-12-31,1.0485,EUR
2003-01-02,1.0361,EUR
2003-01-03,1.0418,EUR
2003-01-06,1.0469,EUR
2003-01-07,1.0419,EUR
2003-01-08,1.0447,EUR
2003-01-09,1.0467,EUR
2003-01-10,1.0535,EUR
2003-01-13,1.0535,EUR
2003-01-14,1.0571,EUR
2003-01-15,1.0576,EUR
2003-01-16,1.0569,EUR
2003-01-17,1.066,EUR
2003-01-21,1.0677,EUR
2003-01-22,1.0729,EUR
2003-01-23,1.0767,EUR
2003-01-24,1.0825,EUR
2003-01-27,1.0838,EUR
2003-01-28,1.0833,EUR
2003-01-29,1.0861,EUR
2003-01-30,1.0776,EUR
2003-01-31,1.0739,EUR
2003-02-03,1.0761,EUR
2003-02-04,1.0875,EUR
2003-02-05,1.0842,EUR
2003-02-06,1.0828,EUR
2003-02-07,1.0801,EUR
2003-02-10,1.074,EUR
2003-02-11,1.0747,EUR
2003-02-12,1.0716,EUR
2003-02-13,1.0834,EUR
2003-02-14,1.0799,EUR
2003-02-18,1.0708,EUR
2003-02-19,1.0744,EUR
2003-02-20,1.0821,EUR
2003-02-21,1.0787,EUR
2003-02-24,1.0783,EUR
2003-02-25,1.0782,EUR
2003-02-26,1.0797,EUR
2003-02-27,1.0763,EUR
2003-02-28,1.0779,EUR
2003-03-03,1.0835,EUR
2003-03-04,1.0883,EUR
2003-03-05,1.0967,EUR
2003-03-06,1.0997,EUR
2003-03-07,1.1014,EUR
2003-03-10,1.1062,EUR
2003-03-11,1.1028,EUR
2003-03-12,1.1023,EUR
2003-03-13,1.087,EUR
2003-03-14,1.0725,EUR
2003-03-17,1.0606,EUR
2003-03-18,1.0624,EUR
2003-03-19,1.059,EUR
2003-03-20,1.0613,EUR
2003-03-21,1.0545,EUR
2003-03-24,1.0644,EUR
2003-03-25,1.0673,EUR
2003-03-26,1.0677,EUR
2003-03-27,1.0708,EUR
2003-03-28,1.0762,EUR
2003-03-31,1.09,EUR
2003-04-01,1.0904,EUR
2003-04-02,1.0765,EUR
2003-04-03,1.0736,EUR
2003-04-04,1.0711,EUR
2003-04-07,1.0621,EUR
2003-04-08,1.0684,EUR
2003-04-09,1.0722,EUR
2003-04-10,1.0803,EUR
2003-04-11,1.0751,EUR
2003-04-14,1.0773,EUR
2003-04-15,1.0801,EUR
2003-04-16,1.0872,EUR
2003-04-17,1.0907,EUR
2003-04-18,1.0882,EUR
2003-04-21,1.0857,EUR
2003-04-22,1.0966,EUR
2003-04-23,1.0949,EUR
2003-04-24,1.1039,EUR
2003-04-25,1.104,EUR
2003-04-28,1.0999,EUR
2003-04-29,1.101,EUR
2003-04-30,1.118,EUR
2003-05-01,1.1238,EUR
2003-05-02,1.12,EUR
2003-05-05,1.1271,EUR
2003-05-06,1.1354,EUR
2003-05-07,1.134,EUR
2003-05-08,1.1453,EUR
2003-05-09,1.1498,EUR
2003-05-12,1.1557,EUR
2003-05-13,1.1499,EUR
2003-05-14,1.1498,EUR
2003-05-15,1.1457,EUR
2003-05-16,1.1542,EUR
2003-05-19,1.1686,EUR
2003-05-20,1.1685,EUR
2003-05-21,1.1707,EUR
2003-05-22,1.17,EUR
2003-05-23,1.1786,EUR
2003-05-27,1.1853,EUR
2003-05-28,1.1742,EUR
2003-05-29,1.1835,EUR
2003-05-30,1.1766,EUR
2003-06-02,1.1744,EUR
2003-06-03,1.1702,EUR
2003-06-04,1.1708,EUR
2003-06-05,1.187,EUR
2003-06-06,1.1695,EUR
2003-06-09,1.1743,EUR
2003-06-10,1.1686,EUR
2003-06-11,1.1764,EUR
2003-06-12,1.1767,EUR
2003-06-13,1.183,EUR
2003-06-16,1.1843,EUR
2003-06-17,1.1812,EUR
2003-06-18,1.171,EUR
2003-06-19,1.1678,EUR
2003-06-20,1.1616,EUR
2003-06-23,1.1548,EUR
2003-06-24,1.1498,EUR
2003-06-25,1.1592,EUR
2003-06-26,1.1429,EUR
2003-06-27,1.1423,EUR
2003-06-30,1.1502,EUR
2003-07-01,1.158,EUR
2003-07-02,1.1524,EUR
2003-07-03,1.1503,EUR
2003-07-07,1.1341,EUR
2003-07-08,1.1265,EUR
2003-07-09,1.1311,EUR
2003-07-10,1.139,EUR
2003-07-11,1.1304,EUR
2003-07-14,1.1298,EUR
2003-07-15,1.1233,EUR
2003-07-16,1.1209,EUR
2003-07-17,1.1164,EUR
2003-07-18,1.1239,EUR
2003-07-21,1.1346,EUR
2003-07-22,1.1325,EUR
2003-07-23,1.1484,EUR
2003-07-24,1.1441,EUR
2003-07-25,1.1513,EUR
2003-07-28,1.1497,EUR
2003-07-29,1.1466,EUR
2003-07-30,1.1367,EUR
2003-07-31,1.1231,EUR
2003-08-01,1.1252,EUR
2003-08-04,1.1337,EUR
2003-08-05,1.1349,EUR
2003-08-06,1.1357,EUR
2003-08-07,1.139,EUR
2003-08-08,1.1321,EUR
2003-08-11,1.1349,EUR
2003-08-12,1.1304,EUR
2003-08-13,1.1317,EUR
2003-08-14,1.1249,EUR
2003-08-15,1.1255,EUR
2003-08-18,1.1138,EUR
2003-08-19,1.1117,EUR
2003-08-20,1.1104,EUR
2003-08-21,1.0976,EUR
2003-08-22,1.0871,EUR
2003-08-25,1.0892,EUR
2003-08-26,1.0893,EUR
2003-08-27,1.0906,EUR
2003-08-28,1.0896,EUR
2003-08-29,1.0986,EUR
2003-09-02,1.0872,EUR
2003-09-03,1.0845,EUR
2003-09-04,1.0899,EUR
2003-09-05,1.1073,EUR
2003-09-08,1.1124,EUR
2003-09-09,1.119,EUR
2003-09-10,1.1195,EUR
2003-09-11,1.1186,EUR
2003-09-12,1.1307,EUR
2003-09-15,1.1304,EUR
2003-09-16,1.1166,EUR
2003-09-17,1.1239,EUR
2003-09-18,1.124,EUR
2003-09-19,1.1346,EUR
2003-09-22,1.1468,EUR
2003-09-23,1.1487,EUR
2003-09-24,1.1472,EUR
2003-09-25,1.1484,EUR
2003-09-26,1.1482,EUR
2003-09-29,1.1578,EUR
2003-09-30,1.165,EUR
2003-10-01,1.1708,EUR
2003-10-02,1.1717,EUR
2003-10-03,1.1596,EUR
2003-10-06,1.1706,EUR
2003-10-07,1.1784,EUR
2003-10-08,1.1805,EUR
2003-10-09,1.1695,EUR
2003-10-10,1.1812,EUR
2003-10-14,1.1724,EUR
2003-10-15,1.1652,EUR
2003-10-16,1.1665,EUR
2003-10-17,1.163,EUR
2003-10-20,1.1671,EUR
2003-10-21,1.1676,EUR
2003-10-22,1.1805,EUR
2003-10-23,1.1795,EUR
2003-10-24,1.1833,EUR
2003-10-27,1.1762,EUR
2003-10-28,1.1689,EUR
2003-10-29,1.1673,EUR
2003-10-30,1.1694,EUR
2003-10-31,1.1609,EUR
2003-11-03,1.1454,EUR
2003-11-04,1.1497,EUR
2003-11-05,1.1473,EUR
2003-11-06,1.1417,EUR
2003-11-07,1.1505,EUR
2003-11-10,1.1515,EUR
2003-11-12,1.1647,EUR
2003-11-13,1.1711,EUR
2003-11-14,1.1743,EUR
2003-11-17,1.1744,EUR
2003-11-18,1.1893,EUR
2003-11-19,1.1909,EUR
2003-11-20,1.1895,EUR
2003-11-21,1.1913,EUR
2003-11-24,1.1768,EUR
2003-11-25,1.1785,EUR
2003-11-26,1.1918,EUR
2003-11-28,1.1995,EUR
2003-12-01,1.1956,EUR
2003-12-02,1.2084,EUR
2003-12-03,1.2093,EUR
2003-12-04,1.2077,EUR
2003-12-05,1.2157,EUR
2003-12-08,1.2217,EUR
2003-12-09,1.2229,EUR
2003-12-10,1.2215,EUR
2003-12-11,1.2164,EUR
2003-12-12,1.2284,EUR
2003-12-15,1.229,EUR
2003-12-16,1.2328,EUR
2003-12-17,1.2381,EUR
2003-12-18,1.2376,EUR
2003-12-19,1.238,EUR
2003-12-22,1.2415,EUR
2003-12-23,1.2406,EUR
2003-12-24,1.2464,EUR
2003-12-26,1.2441,EUR
2003-12-29,1.2485,EUR
2003-12-30,1.2521,EUR
2003-12-31,1.2597,EUR
2004-01-02,1.2592,EUR
2004-01-05,1.2679,EUR
2004-01-06,1.2773,EUR
2004-01-07,1.2665,EUR
2004-01-08,1.2772,EUR
2004-01-09,1.2853,EUR
2004-01-12,1.2802,EUR
2004-01-13,1.2735,EUR
2004-01-14,1.2726,EUR
2004-01-15,1.2588,EUR
2004-01-16,1.2395,EUR
2004-01-20,1.2584,EUR
2004-01-21,1.2617,EUR
2004-01-22,1.2717,EUR
2004-01-23,1.261,EUR
2004-01-26,1.2552,EUR
2004-01-27,1.2643,EUR
2004-01-28,1.262,EUR
2004-01-29,1.2389,EUR
2004-01-30,1.2452,EUR
2004-02-02,1.2426,EUR
2004-02-03,1.2561,EUR
2004-02-04,1.2552,EUR
2004-02-05,1.2606,EUR
2004-02-06,1.2694,EUR
2004-02-09,1.2672,EUR
2004-02-10,1.2727,EUR
2004-02-11,1.2815,EUR
2004-02-12,1.2807,EUR
2004-02-13,1.2751,EUR
2004-02-17,1.2848,EUR
2004-02-18,1.2812,EUR
2004-02-19,1.2685,EUR
2004-02-20,1.2563,EUR
2004-02-23,1.2569,EUR
2004-02-24,1.2692,EUR
2004-02-25,1.2503,EUR
2004-02-26,1.2444,EUR
2004-02-27,1.2441,EUR
2004-03-01,1.2431,EUR
2004-03-02,1.2212,EUR
2004-03-03,1.2088,EUR
2004-03-04,1.2225,EUR
2004-03-05,1.2401,EUR
2004-03-08,1.2371,EUR
2004-03-09,1.2428,EUR
2004-03-10,1.2226,EUR
2004-03-11,1.2268,EUR
2004-03-12,1.2191,EUR
2004-03-15,1.2243,EUR
2004-03-16,1.227,EUR
2004-03-17,1.2197,EUR
2004-03-18,1.2392,EUR
2004-03-19,1.2269,EUR
2004-03-22,1.2368,EUR
2004-03-23,1.2311,EUR
2004-03-24,1.2213,EUR
2004-03-25,1.217,EUR
2004-03-26,1.2092,EUR
2004-03-29,1.2141,EUR
2004-03-30,1.2202,EUR
2004-03-31,1.2292,EUR
2004-04-01,1.2358,EUR
2004-04-02,1.2109,EUR
2004-04-05,1.2008,EUR
2004-04-06,1.2089,EUR
2004-04-07,1.2171,EUR
2004-04-08,1.2088,EUR
2004-04-09,1.2102,EUR
2004-04-12,1.2068,EUR
2004-04-13,1.1923,EUR
2004-04-14,1.194,EUR
2004-04-15,1.1914,EUR
2004-04-16,1.2025,EUR
2004-04-19,1.2019,EUR
2004-04-20,1.191,EUR
2004-04-21,1.1853,EUR
2004-04-22,1.1861,EUR
2004-04-23,1.1802,EUR
2004-04-26,1.1851,EUR
2004-04-27,1.1927,EUR
2004-04-28,1.183,EUR
2004-04-29,1.1945,EUR
2004-04-30,1.1975,EUR
2004-05-03,1.1937,EUR
2004-05-04,1.2076,EUR
2004-05-05,1.2165,EUR
2004-05-06,1.209,EUR
2004-05-07,1.1885,EUR
2004-05-10,1.1834,EUR
2004-05-11,1.1818,EUR
2004-05-12,1.1911,EUR
2004-05-13,1.1801,EUR
2004-05-14,1.1874,EUR
2004-05-17,1.2009,EUR
2004-05-18,1.1971,EUR
2004-05-19,1.2015,EUR
2004-05-20,1.1926,EUR
2004-05-21,1.2009,EUR
2004-05-24,1.1978,EUR
2004-05-25,1.2107,EUR
2004-05-26,1.2102,EUR
2004-05-27,1.2274,EUR
2004-05-28,1.2217,EUR
2004-06-01,1.221,EUR
2004-06-02,1.225,EUR
2004-06-03,1.2205,EUR
2004-06-04,1.2258,EUR
2004-06-07,1.232,EUR
2004-06-08,1.2273,EUR
2004-06-09,1.2097,EUR
2004-06-10,1.211,EUR
2004-06-11,1.2011,EUR
2004-06-14,1.2073,EUR
2004-06-15,1.2139,EUR
2004-06-16,1.2006,EUR
2004-06-17,1.204,EUR
2004-06-18,1.2118,EUR
2004-06-21,1.211,EUR
2004-06-22,1.2092,EUR
2004-06-23,1.209,EUR
2004-06-24,1.217,EUR
2004-06-25,1.2145,EUR
2004-06-28,1.2193,EUR
2004-06-29,1.2124,EUR
2004-06-30,1.2179,EUR
2004-07-01,1.2158,EUR
2004-07-02,1.2307,EUR
2004-07-06,1.229,EUR
2004-07-07,1.2384,EUR
2004-07-08,1.239,EUR
2004-07-09,1.2388,EUR
2004-07-12,1.2409,EUR
2004-07-13,1.2302,EUR
2004-07-14,1.2385,EUR
2004-07-15,1.2373,EUR
2004-07-16,1.2437,EUR
2004-07-19,1.2431,EUR
2004-07-20,1.2377,EUR
2004-07-21,1.2224,EUR
2004-07-22,1.2273,EUR
2004-07-23,1.2122,EUR
2004-07-26,1.2135,EUR
2004-07-27,1.2056,EUR
2004-07-28,1.2046,EUR
2004-07-29,1.207,EUR
2004-07-30,1.2032,EUR
2004-08-02,1.2034,EUR
2004-08-03,1.2051,EUR
2004-08-04,1.2057,EUR
2004-08-05,1.205,EUR
2004-08-06,1.2272,EUR
2004-08-09,1.2261,EUR
2004-08-10,1.2306,EUR
2004-08-11,1.2222,EUR
2004-08-12,1.2224,EUR
2004-08-13,1.2354,EUR
2004-08-16,1.2333,EUR
2004-08-17,1.2329,EUR
2004-08-18,1.2299,EUR
2004-08-19,1.2368,EUR
2004-08-20,1.2324,EUR
2004-08-23,1.2196,EUR
2004-08-24,1.2099,EUR
2004-08-25,1.209,EUR
2004-08-26,1.2084,EUR
2004-08-27,1.2025,EUR
2004-08-30,1.2049,EUR
2004-08-31,1.2183,EUR
2004-09-01,1.2179,EUR
2004-09-02,1.2164,EUR
2004-09-03,1.2052,EUR
2004-09-07,1.2093,EUR
2004-09-08,1.2164,EUR
2004-09-09,1.2189,EUR
2004-09-10,1.2282,EUR
2004-09-13,1.2251,EUR
2004-09-14,1.2268,EUR
2004-09-15,1.2144,EUR
2004-09-16,1.2154,EUR
2004-09-17,1.2174,EUR
2004-09-20,1.2172,EUR
2004-09-21,1.2264,EUR
2004-09-22,1.2261,EUR
2004-09-23,1.2298,EUR
2004-09-24,1.2256,EUR
2004-09-27,1.2307,EUR
2004-09-28,1.2306,EUR
2004-09-29,1.2308,EUR
2004-09-30,1.2417,EUR
2004-10-01,1.24,EUR
2004-10-04,1.2274,EUR
2004-10-05,1.2316,EUR
2004-10-06,1.2298,EUR
2004-10-07,1.2286,EUR
2004-10-08,1.2418,EUR
2004-10-12,1.232,EUR
2004-10-13,1.2271,EUR
2004-10-14,1.2393,EUR
2004-10-15,1.2478,EUR
2004-10-18,1.252,EUR
2004-10-19,1.2515,EUR
2004-10-20,1.2627,EUR
2004-10-21,1.2622,EUR
2004-10-22,1.2639,EUR
2004-10-25,1.2783,EUR
2004-10-26,1.2758,EUR
2004-10-27,1.2725,EUR
2004-10-28,1.2759,EUR
2004-10-29,1.2746,EUR
2004-11-01,1.2741,EUR
2004-11-02,1.2703,EUR
2004-11-03,1.2787,EUR
2004-11-04,1.2883,EUR
2004-11-05,1.2938,EUR
2004-11-08,1.2936,EUR
2004-11-09,1.293,EUR
2004-11-10,1.2925,EUR
2004-11-12,1.2973,EUR
2004-11-15,1.2944,EUR
2004-11-16,1.2979,EUR
2004-11-17,1.3031,EUR
2004-11-18,1.2982,EUR
2004-11-19,1.3059,EUR
2004-11-22,1.3048,EUR
2004-11-23,1.309,EUR
2004-11-24,1.3162,EUR
2004-11-26,1.3288,EUR
2004-11-29,1.3286,EUR
2004-11-30,1.3259,EUR
2004-12-01,1.3308,EUR
2004-12-02,1.3268,EUR
2004-12-03,1.339,EUR
2004-12-06,1.3431,EUR
2004-12-07,1.3437,EUR
2004-12-08,1.3252,EUR
2004-12-09,1.3274,EUR
2004-12-10,1.3224,EUR
2004-12-13,1.3309,EUR
2004-12-14,1.328,EUR
2004-12-15,1.3429,EUR
2004-12-16,1.3287,EUR
2004-12-17,1.3295,EUR
2004-12-20,1.3396,EUR
2004-12-21,1.3377,EUR
2004-12-22,1.339,EUR
2004-12-23,1.3491,EUR
2004-12-24,1.3536,EUR
2004-12-27,1.3625,EUR
2004-12-28,1.3621,EUR
2004-12-29,1.3568,EUR
2004-12-30,1.3623,EUR
2004-12-31,1.3538,EUR
2005-01-03,1.3476,EUR
2005-01-04,1.3295,EUR
2005-01-05,1.3292,EUR
2005-01-06,1.3187,EUR
2005-01-07,1.3062,EUR
2005-01-10,1.3109,EUR
2005-01-11,1.3161,EUR
2005-01-12,1.3281,EUR
2005-01-13,1.3207,EUR
2005-01-14,1.3106,EUR
2005-01-18,1.3043,EUR
2005-01-19,1.3036,EUR
2005-01-20,1.2959,EUR
2005-01-21,1.3049,EUR
2005-01-24,1.3041,EUR
2005-01-25,1.2954,EUR
2005-01-26,1.3081,EUR
2005-01-27,1.3032,EUR
2005-01-28,1.3033,EUR
2005-01-31,1.3049,EUR
2005-02-01,1.3017,EUR
2005-02-02,1.3015,EUR
2005-02-03,1.2959,EUR
2005-02-04,1.2927,EUR
2005-02-07,1.2773,EUR
2005-02-08,1.2783,EUR
2005-02-09,1.2797,EUR
2005-02-10,1.2882,EUR
2005-02-11,1.2864,EUR
2005-02-14,1.2981,EUR
2005-02-15,1.2986,EUR
2005-02-16,1.2994,EUR
2005-02-17,1.3083,EUR
2005-02-18,1.3075,EUR
2005-02-22,1.323,EUR
2005-02-23,1.3208,EUR
2005-02-24,1.3205,EUR
2005-02-25,1.3195,EUR
2005-02-28,1.3274,EUR
2005-03-01,1.3189,EUR
2005-03-02,1.3127,EUR
2005-03-03,1.313,EUR
2005-03-04,1.3244,EUR
2005-03-07,1.3203,EUR
2005-03-08,1.3342,EUR
2005-03-09,1.3384,EUR
2005-03-10,1.3409,EUR
2005-03-11,1.3465,EUR
2005-03-14,1.3346,EUR
2005-03-15,1.3315,EUR
2005-03-16,1.3423,EUR
2005-03-17,1.3373,EUR
2005-03-18,1.3311,EUR
2005-03-21,1.3165,EUR
2005-03-22,1.321,EUR
2005-03-23,1.3005,EUR
2005-03-24,1.2957,EUR
2005-03-25,1.2954,EUR
2005-03-28,1.2877,EUR
2005-03-29,1.2913,EUR
2005-03-30,1.2944,EUR
2005-03-31,1.2969,EUR
2005-04-01,1.2896,EUR
2005-04-04,1.2838,EUR
2005-04-05,1.2842,EUR
2005-04-06,1.2868,EUR
2005-04-07,1.2906,EUR
2005-04-08,1.2912,EUR
2005-04-11,1.2972,EUR
2005-04-12,1.2873,EUR
2005-04-13,1.2918,EUR
2005-04-14,1.2819,EUR
2005-04-15,1.2928,EUR
2005-04-18,1.3037,EUR
2005-04-19,1.3034,EUR
2005-04-20,1.308,EUR
2005-04-21,1.3093,EUR
2005-04-22,1.3068,EUR
2005-04-25,1.2984,EUR
2005-04-26,1.2964,EUR
2005-04-27,1.2938,EUR
2005-04-28,1.2916,EUR
2005-04-29,1.2919,EUR
2005-05-02,1.2857,EUR
2005-05-03,1.2889,EUR
2005-05-04,1.2936,EUR
2005-05-05,1.2936,EUR
2005-05-06,1.2832,EUR
2005-05-09,1.2839,EUR
2005-05-10,1.2877,EUR
2005-05-11,1.2803,EUR
2005-05-12,1.2706,EUR
2005-05-13,1.2645,EUR
2005-05-16,1.263,EUR
2005-05-17,1.2644,EUR
2005-05-18,1.266,EUR
2005-05-19,1.2628,EUR
2005-05-20,1.2553,EUR
2005-05-23,1.2575,EUR
2005-05-24,1.2588,EUR
2005-05-25,1.2602,EUR
2005-05-26,1.2517,EUR
2005-05-27,1.2568,EUR
2005-05-31,1.2349,EUR
2005-06-01,1.2232,EUR
2005-06-02,1.2266,EUR
2005-06-03,1.2227,EUR
2005-06-06,1.2268,EUR
2005-06-07,1.2277,EUR
2005-06-08,1.232,EUR
2005-06-09,1.2216,EUR
2005-06-10,1.2127,EUR
2005-06-13,1.2035,EUR
2005-06-14,1.2038,EUR
2005-06-15,1.2106,EUR
2005-06-16,1.2089,EUR
2005-06-17,1.224,EUR
2005-06-20,1.214,EUR
2005-06-21,1.2134,EUR
2005-06-22,1.213,EUR
2005-06-23,1.2054,EUR
2005-06-24,1.2088,EUR
2005-06-27,1.2152,EUR
2005-06-28,1.2078,EUR
2005-06-29,1.2101,EUR
2005-06-30,1.2098,EUR
2005-07-01,1.1957,EUR
2005-07-05,1.1917,EUR
2005-07-06,1.1918,EUR
2005-07-07,1.1928,EUR
2005-07-08,1.1934,EUR
2005-07-11,1.2066,EUR
2005-07-12,1.22,EUR
2005-07-13,1.209,EUR
2005-07-14,1.2089,EUR
2005-07-15,1.2037,EUR
2005-07-18,1.2077,EUR
2005-07-19,1.2001,EUR
2005-07-20,1.2046,EUR
2005-07-21,1.2113,EUR
2005-07-22,1.2079,EUR
2005-07-25,1.2054,EUR
2005-07-26,1.2007,EUR
2005-07-27,1.2048,EUR
2005-07-28,1.2121,EUR
2005-07-29,1.2129,EUR
2005-08-01,1.2195,EUR
2005-08-02,1.2209,EUR
2005-08-03,1.2337,EUR
2005-08-04,1.2383,EUR
2005-08-05,1.2327,EUR
2005-08-08,1.2361,EUR
2005-08-09,1.2347,EUR
2005-08-10,1.2345,EUR
2005-08-11,1.2434,EUR
2005-08-12,1.2428,EUR
2005-08-15,1.2362,EUR
2005-08-16,1.2342,EUR
2005-08-17,1.229,EUR
2005-08-18,1.2178,EUR
2005-08-19,1.2147,EUR
2005-08-22,1.2235,EUR
2005-08-23,1.2213,EUR
2005-08-24,1.2239,EUR
2005-08-25,1.2311,EUR
2005-08-26,1.2324,EUR
2005-08-29,1.2248,EUR
2005-08-30,1.2204,EUR
2005-08-31,1.233,EUR
2005-09-01,1.2447,EUR
2005-09-02,1.2538,EUR
2005-09-06,1.2483,EUR
2005-09-07,1.2439,EUR
2005-09-08,1.24,EUR
2005-09-09,1.2433,EUR
2005-09-12,1.2288,EUR
2005-09-13,1.2263,EUR
2005-09-14,1.2282,EUR
2005-09-15,1.2216,EUR
2005-09-16,1.2214,EUR
2005-09-19,1.2153,EUR
2005-09-20,1.2177,EUR
2005-09-21,1.2208,EUR
2005-09-22,1.2153,EUR
2005-09-23,1.2077,EUR
2005-09-26,1.2036,EUR
2005-09-27,1.2011,EUR
2005-09-28,1.2016,EUR
2005-09-29,1.202,EUR
2005-09-30,1.2058,EUR
2005-10-03,1.1914,EUR
2005-10-04,1.1918,EUR
2005-10-05,1.1984,EUR
2005-10-06,1.2133,EUR
2005-10-07,1.2115,EUR
2005-10-11,1.2015,EUR
2005-10-12,1.204,EUR
2005-10-13,1.1938,EUR
2005-10-14,1.2073,EUR
2005-10-17,1.204,EUR
2005-10-18,1.1939,EUR
2005-10-19,1.1988,EUR
2005-10-20,1.1982,EUR
2005-10-21,1.1958,EUR
2005-10-24,1.1998,EUR
2005-10-25,1.2099,EUR
2005-10-26,1.2082,EUR
2005-10-27,1.2148,EUR
2005-10-28,1.2089,EUR
2005-10-31,1.1995,EUR
2005-11-01,1.1998,EUR
2005-11-02,1.2067,EUR
2005-11-03,1.1971,EUR
2005-11-04,1.1828,EUR
2005-11-07,1.1795,EUR
2005-11-08,1.1773,EUR
2005-11-09,1.1748,EUR
2005-11-10,1.174,EUR
2005-11-14,1.1667,EUR
2005-11-15,1.1695,EUR
2005-11-16,1.1672,EUR
2005-11-17,1.1706,EUR
2005-11-18,1.1741,EUR
2005-11-21,1.1734,EUR
2005-11-22,1.1737,EUR
2005-11-23,1.1799,EUR
2005-11-25,1.1724,EUR
2005-11-28,1.1804,EUR
2005-11-29,1.1786,EUR
2005-11-30,1.179,EUR
2005-12-01,1.1702,EUR
2005-12-02,1.1699,EUR
2005-12-05,1.1787,EUR
2005-12-06,1.1784,EUR
2005-12-07,1.1722,EUR
2005-12-08,1.183,EUR
2005-12-09,1.1824,EUR
2005-12-12,1.1969,EUR
2005-12-13,1.1926,EUR
2005-12-14,1.2041,EUR
2005-12-15,1.1965,EUR
2005-12-16,1.2012,EUR
2005-12-19,1.1996,EUR
2005-12-20,1.1848,EUR
2005-12-21,1.1816,EUR
2005-12-22,1.1883,EUR
2005-12-23,1.1857,EUR
2005-12-27,1.1856,EUR
2005-12-28,1.1875,EUR
