Date,ExchangeRate,Currency
2002-07-09,1.5145,CAD
2002-07-10,1.5203,CAD
2002-07-11,1.5223,CAD
2002-07-12,1.5299,CAD
2002-07-15,1.5365,CAD
2002-07-16,1.5347,CAD
2002-07-17,1.5399,CAD
2002-07-18,1.544,CAD
2002-07-19,1.5386,CAD
2002-07-22,1.5562,CAD
2002-07-23,1.5779,CAD
2002-07-24,1.5765,CAD
2002-07-25,1.5725,CAD
2002-07-26,1.588,CAD
2002-07-29,1.5725,CAD
2002-07-30,1.5735,CAD
2002-07-31,1.5845,CAD
2002-08-01,1.5867,CAD
2002-08-02,1.5885,CAD
2002-08-05,1.5963,CAD
2002-08-06,1.5935,CAD
2002-08-07,1.5807,CAD
2002-08-08,1.5818,CAD
2002-08-09,1.5725,CAD
2002-08-12,1.5739,CAD
2002-08-13,1.5658,CAD
2002-08-14,1.5657,CAD
2002-08-15,1.5583,CAD
2002-08-16,1.5609,CAD
2002-08-19,1.5715,CAD
2002-08-20,1.5716,CAD
2002-08-21,1.5586,CAD
2002-08-22,1.5566,CAD
2002-08-23,1.5563,CAD
2002-08-26,1.5575,CAD
2002-08-27,1.5523,CAD
2002-08-28,1.5599,CAD
2002-08-29,1.5598,CAD
2002-08-30,1.5585,CAD
2002-09-03,1.5545,CAD
2002-09-04,1.5663,CAD
2002-09-05,1.5672,CAD
2002-09-06,1.5637,CAD
2002-09-09,1.5662,CAD
2002-09-10,1.5737,CAD
2002-09-11,1.577,CAD
2002-09-12,1.5848,CAD
2002-09-13,1.5858,CAD
2002-09-16,1.583,CAD
2002-09-17,1.5791,CAD
2002-09-18,1.5835,CAD
2002-09-19,1.5727,CAD
2002-09-20,1.573,CAD
2002-09-23,1.5845,CAD
2002-09-24,1.5856,CAD
2002-09-25,1.5812,CAD
2002-09-26,1.5769,CAD
2002-09-27,1.5777,CAD
2002-09-30,1.5863,CAD
2002-10-01,1.5863,CAD
2002-10-02,1.5855,CAD
2002-10-03,1.5903,CAD
2002-10-04,1.5943,CAD
2002-10-07,1.5922,CAD
2002-10-08,1.5935,CAD
2002-10-09,1.5933,CAD
2002-10-10,1.5916,CAD
2002-10-11,1.5888,CAD
2002-10-15,1.5857,CAD
2002-10-16,1.584,CAD
2002-10-17,1.5725,CAD
2002-10-18,1.5723,CAD
2002-10-21,1.5682,CAD
2002-10-22,1.568,CAD
2002-10-23,1.5685,CAD
2002-10-24,1.561,CAD
2002-10-25,1.5676,CAD
2002-10-28,1.5607,CAD
2002-10-29,1.5632,CAD
2002-10-30,1.5677,CAD
2002-10-31,1.561,CAD
2002-11-01,1.558,CAD
2002-11-04,1.5562,CAD
2002-11-05,1.5563,CAD
2002-11-06,1.5586,CAD
2002-11-07,1.5528,CAD
2002-11-08,1.5644,CAD
2002-11-12,1.5739,CAD
2002-11-13,1.5765,CAD
2002-11-14,1.5748,CAD
2002-11-15,1.5815,CAD
2002-11-18,1.5903,CAD
2002-11-19,1.5853,CAD
2002-11-20,1.584,CAD
2002-11-21,1.5783,CAD
2002-11-22,1.5804,CAD
2002-11-25,1.5735,CAD
2002-11-26,1.572,CAD
2002-11-27,1.575,CAD
2002-11-29,1.5658,CAD
2002-12-02,1.5595,CAD
2002-12-03,1.5573,CAD
2002-12-04,1.5579,CAD
2002-12-05,1.5612,CAD
2002-12-06,1.566,CAD
2002-12-09,1.5615,CAD
2002-12-10,1.5612,CAD
2002-12-11,1.5562,CAD
2002-12-12,1.555,CAD
2002-12-13,1.5603,CAD
2002-12-16,1.5627,CAD
2002-12-17,1.551,CAD
2002-12-18,1.5538,CAD
2002-12-19,1.5478,CAD
2002-12-20,1.5525,CAD
2002-12-23,1.5508,CAD
2002-12-24,1.5482,CAD
2002-12-26,1.5532,CAD
2002-12-27,1.5683,CAD
2002-12-30,1.5792,CAD
2002-12-31,1.58,CAD
2003-01-02,1.575,CAD
2003-01-03,1.5665,CAD
2003-01-06,1.5598,CAD
2003-01-07,1.559,CAD
2003-01-08,1.5613,CAD
2003-01-09,1.5541,CAD
2003-01-10,1.5502,CAD
2003-01-13,1.5423,CAD
2003-01-14,1.5396,CAD
2003-01-15,1.5353,CAD
2003-01-16,1.5366,CAD
2003-01-17,1.5355,CAD
2003-01-21,1.5332,CAD
2003-01-22,1.5324,CAD
2003-01-23,1.524,CAD
2003-01-24,1.522,CAD
2003-01-27,1.5246,CAD
2003-01-28,1.5359,CAD
2003-01-29,1.5235,CAD
2003-01-30,1.531,CAD
2003-01-31,1.5286,CAD
2003-02-03,1.5207,CAD
2003-02-04,1.5146,CAD
2003-02-05,1.5195,CAD
2003-02-06,1.5213,CAD
2003-02-07,1.5215,CAD
2003-02-10,1.5315,CAD
2003-02-11,1.5303,CAD
2003-02-12,1.529,CAD
2003-02-13,1.5199,CAD
2003-02-14,1.5191,CAD
2003-02-18,1.515,CAD
2003-02-19,1.514,CAD
2003-02-20,1.5047,CAD
2003-02-21,1.5052,CAD
2003-02-24,1.4944,CAD
2003-02-25,1.4928,CAD
2003-02-26,1.4939,CAD
2003-02-27,1.4954,CAD
2003-02-28,1.488,CAD
2003-03-03,1.4853,CAD
2003-03-04,1.4775,CAD
2003-03-05,1.4727,CAD
2003-03-06,1.4714,CAD
2003-03-07,1.4665,CAD
2003-03-10,1.4659,CAD
2003-03-11,1.4725,CAD
2003-03-12,1.4728,CAD
2003-03-13,1.4855,CAD
2003-03-14,1.4822,CAD
2003-03-17,1.4835,CAD
2003-03-18,1.4788,CAD
2003-03-19,1.4804,CAD
2003-03-20,1.4788,CAD
2003-03-21,1.4905,CAD
2003-03-24,1.4805,CAD
2003-03-25,1.477,CAD
2003-03-26,1.4711,CAD
2003-03-27,1.4673,CAD
2003-03-28,1.468,CAD
2003-03-31,1.4695,CAD
2003-04-01,1.4729,CAD
2003-04-02,1.4762,CAD
2003-04-03,1.476,CAD
2003-04-04,1.472,CAD
2003-04-07,1.4843,CAD
2003-04-08,1.4677,CAD
2003-04-09,1.4678,CAD
2003-04-10,1.457,CAD
2003-04-11,1.4519,CAD
2003-04-14,1.4533,CAD
2003-04-15,1.4515,CAD
2003-04-16,1.4563,CAD
2003-04-17,1.449,CAD
2003-04-18,1.45,CAD
2003-04-21,1.4547,CAD
2003-04-22,1.4473,CAD
2003-04-23,1.4512,CAD
2003-04-24,1.4579,CAD
2003-04-25,1.4535,CAD
2003-04-28,1.4504,CAD
2003-04-29,1.446,CAD
2003-04-30,1.4336,CAD
2003-05-01,1.4191,CAD
2003-05-02,1.4221,CAD
2003-05-05,1.4134,CAD
2003-05-06,1.4085,CAD
2003-05-07,1.401,CAD
2003-05-08,1.395,CAD
2003-05-09,1.393,CAD
2003-05-12,1.3885,CAD
2003-05-13,1.3898,CAD
2003-05-14,1.3786,CAD
2003-05-15,1.3757,CAD
2003-05-16,1.3672,CAD
2003-05-19,1.3604,CAD
2003-05-20,1.3446,CAD
2003-05-21,1.3498,CAD
2003-05-22,1.3679,CAD
2003-05-23,1.3783,CAD
2003-05-27,1.3754,CAD
2003-05-28,1.3867,CAD
2003-05-29,1.3769,CAD
2003-05-30,1.3712,CAD
2003-06-02,1.3696,CAD
2003-06-03,1.3768,CAD
2003-06-04,1.3575,CAD
2003-06-05,1.3404,CAD
2003-06-06,1.354,CAD
2003-06-09,1.3585,CAD
2003-06-10,1.3649,CAD
2003-06-11,1.3523,CAD
2003-06-12,1.3492,CAD
2003-06-13,1.3362,CAD
2003-06-16,1.3397,CAD
2003-06-17,1.3393,CAD
2003-06-18,1.3348,CAD
2003-06-19,1.3508,CAD
2003-06-20,1.359,CAD
2003-06-23,1.3561,CAD
2003-06-24,1.3614,CAD
2003-06-25,1.3428,CAD
2003-06-26,1.3542,CAD
2003-06-27,1.3494,CAD
2003-06-30,1.3558,CAD
2003-07-01,1.3492,CAD
2003-07-02,1.3368,CAD
2003-07-03,1.3368,CAD
2003-07-07,1.3486,CAD
2003-07-08,1.3702,CAD
2003-07-09,1.3748,CAD
2003-07-10,1.3822,CAD
2003-07-11,1.3762,CAD
2003-07-14,1.3739,CAD
2003-07-15,1.3927,CAD
2003-07-16,1.3874,CAD
2003-07-17,1.3973,CAD
2003-07-18,1.4114,CAD
2003-07-21,1.4052,CAD
2003-07-22,1.4106,CAD
2003-07-23,1.399,CAD
2003-07-24,1.3964,CAD
2003-07-25,1.3813,CAD
2003-07-28,1.3827,CAD
2003-07-29,1.3857,CAD
2003-07-30,1.4002,CAD
2003-07-31,1.4074,CAD
2003-08-01,1.396,CAD
2003-08-04,1.4065,CAD
2003-08-05,1.4045,CAD
2003-08-06,1.406,CAD
2003-08-07,1.3933,CAD
2003-08-08,1.3935,CAD
2003-08-11,1.384,CAD
2003-08-12,1.3852,CAD
2003-08-13,1.3836,CAD
2003-08-14,1.3937,CAD
2003-08-15,1.3873,CAD
2003-08-18,1.3913,CAD
2003-08-19,1.401,CAD
2003-08-20,1.4028,CAD
2003-08-21,1.4067,CAD
2003-08-22,1.41,CAD
2003-08-25,1.3985,CAD
2003-08-26,1.3933,CAD
2003-08-27,1.4022,CAD
2003-08-28,1.3973,CAD
2003-08-29,1.385,CAD
2003-09-02,1.3876,CAD
2003-09-03,1.3816,CAD
2003-09-04,1.3735,CAD
2003-09-05,1.3714,CAD
2003-09-08,1.371,CAD
2003-09-09,1.3668,CAD
2003-09-10,1.3659,CAD
2003-09-11,1.3709,CAD
2003-09-12,1.363,CAD
2003-09-15,1.366,CAD
2003-09-16,1.369,CAD
2003-09-17,1.3667,CAD
2003-09-18,1.3644,CAD
2003-09-19,1.3469,CAD
2003-09-22,1.3474,CAD
2003-09-23,1.3561,CAD
2003-09-24,1.3543,CAD
2003-09-25,1.3477,CAD
2003-09-26,1.3547,CAD
2003-09-29,1.3552,CAD
2003-09-30,1.3507,CAD
2003-10-01,1.3481,CAD
2003-10-02,1.3388,CAD
2003-10-03,1.3418,CAD
2003-10-06,1.3413,CAD
2003-10-07,1.3295,CAD
2003-10-08,1.3332,CAD
2003-10-09,1.3401,CAD
2003-10-10,1.321,CAD
2003-10-14,1.3234,CAD
2003-10-15,1.3243,CAD
2003-10-16,1.3162,CAD
2003-10-17,1.3145,CAD
2003-10-20,1.32,CAD
2003-10-21,1.316,CAD
2003-10-22,1.3043,CAD
2003-10-23,1.3087,CAD
2003-10-24,1.3072,CAD
2003-10-27,1.3107,CAD
2003-10-28,1.3108,CAD
2003-10-29,1.3098,CAD
2003-10-30,1.3069,CAD
2003-10-31,1.3195,CAD
2003-11-03,1.3323,CAD
2003-11-04,1.3321,CAD
2003-11-05,1.3312,CAD
2003-11-06,1.3362,CAD
2003-11-07,1.3237,CAD
2003-11-10,1.3108,CAD
2003-11-12,1.3007,CAD
2003-11-13,1.3,CAD
2003-11-14,1.3034,CAD
2003-11-17,1.3143,CAD
2003-11-18,1.3025,CAD
2003-11-19,1.304,CAD
2003-11-20,1.3031,CAD
2003-11-21,1.3042,CAD
2003-11-24,1.321,CAD
2003-11-25,1.3135,CAD
2003-11-26,1.3045,CAD
2003-11-28,1.2973,CAD
2003-12-01,1.3023,CAD
2003-12-02,1.2988,CAD
2003-12-03,1.3,CAD
2003-12-04,1.3125,CAD
2003-12-05,1.3045,CAD
2003-12-08,1.2967,CAD
2003-12-09,1.3092,CAD
2003-12-10,1.3078,CAD
2003-12-11,1.3272,CAD
2003-12-12,1.315,CAD
2003-12-15,1.3129,CAD
2003-12-16,1.3185,CAD
2003-12-17,1.325,CAD
2003-12-18,1.3295,CAD
2003-12-19,1.3405,CAD
2003-12-22,1.332,CAD
2003-12-23,1.3244,CAD
2003-12-24,1.3109,CAD
2003-12-26,1.3067,CAD
2003-12-29,1.3103,CAD
2003-12-30,1.3036,CAD
2003-12-31,1.2923,CAD
2004-01-02,1.29,CAD
2004-01-05,1.2803,CAD
2004-01-06,1.2824,CAD
2004-01-07,1.2884,CAD
2004-01-08,1.279,CAD
2004-01-09,1.269,CAD
2004-01-12,1.2735,CAD
2004-01-13,1.2729,CAD
2004-01-14,1.2866,CAD
2004-01-15,1.299,CAD
2004-01-16,1.2975,CAD
2004-01-20,1.2861,CAD
2004-01-21,1.3018,CAD
2004-01-22,1.297,CAD
2004-01-23,1.3115,CAD
2004-01-26,1.313,CAD
2004-01-27,1.3048,CAD
2004-01-28,1.3218,CAD
2004-01-29,1.334,CAD
2004-01-30,1.3265,CAD
2004-02-02,1.3385,CAD
2004-02-03,1.3374,CAD
2004-02-04,1.333,CAD
2004-02-05,1.3318,CAD
2004-02-06,1.3297,CAD
2004-02-09,1.3304,CAD
2004-02-10,1.3289,CAD
2004-02-11,1.3178,CAD
2004-02-12,1.3188,CAD
2004-02-13,1.3148,CAD
2004-02-17,1.3108,CAD
2004-02-18,1.3182,CAD
2004-02-19,1.3283,CAD
2004-02-20,1.3442,CAD
2004-02-23,1.3363,CAD
2004-02-24,1.3283,CAD
2004-02-25,1.337,CAD
2004-02-26,1.3433,CAD
2004-02-27,1.3405,CAD
2004-03-01,1.3395,CAD
2004-03-02,1.3437,CAD
2004-03-03,1.348,CAD
2004-03-04,1.3326,CAD
2004-03-05,1.3191,CAD
2004-03-08,1.3235,CAD
2004-03-09,1.3188,CAD
2004-03-10,1.3275,CAD
2004-03-11,1.3228,CAD
2004-03-12,1.3385,CAD
2004-03-15,1.3322,CAD
2004-03-16,1.3333,CAD
2004-03-17,1.3419,CAD
2004-03-18,1.329,CAD
2004-03-19,1.331,CAD
2004-03-22,1.328,CAD
2004-03-23,1.332,CAD
2004-03-24,1.3385,CAD
2004-03-25,1.3303,CAD
2004-03-26,1.3194,CAD
2004-03-29,1.3097,CAD
2004-03-30,1.308,CAD
2004-03-31,1.31,CAD
2004-04-01,1.3101,CAD
2004-04-02,1.314,CAD
2004-04-05,1.3152,CAD
2004-04-06,1.3095,CAD
2004-04-07,1.313,CAD
2004-04-08,1.326,CAD
2004-04-09,1.3292,CAD
2004-04-12,1.3377,CAD
2004-04-13,1.3363,CAD
2004-04-14,1.3445,CAD
2004-04-15,1.3485,CAD
2004-04-16,1.3445,CAD
2004-04-19,1.3467,CAD
2004-04-20,1.3534,CAD
2004-04-21,1.359,CAD
2004-04-22,1.359,CAD
2004-04-23,1.3612,CAD
2004-04-26,1.3559,CAD
2004-04-27,1.3517,CAD
2004-04-28,1.3672,CAD
2004-04-29,1.3697,CAD
2004-04-30,1.3711,CAD
2004-05-03,1.374,CAD
2004-05-04,1.3702,CAD
2004-05-05,1.3725,CAD
2004-05-06,1.3784,CAD
2004-05-07,1.3858,CAD
2004-05-10,1.3934,CAD
2004-05-11,1.3866,CAD
2004-05-12,1.3878,CAD
2004-05-13,1.397,CAD
2004-05-14,1.3928,CAD
2004-05-17,1.3855,CAD
2004-05-18,1.3913,CAD
2004-05-19,1.3769,CAD
2004-05-20,1.3705,CAD
2004-05-21,1.3734,CAD
2004-05-24,1.3697,CAD
2004-05-25,1.3763,CAD
2004-05-26,1.3705,CAD
2004-05-27,1.358,CAD
2004-05-28,1.3666,CAD
2004-06-01,1.3687,CAD
2004-06-02,1.3618,CAD
2004-06-03,1.3606,CAD
2004-06-04,1.3505,CAD
2004-06-07,1.345,CAD
2004-06-08,1.3468,CAD
2004-06-09,1.3541,CAD
2004-06-10,1.3572,CAD
2004-06-11,1.3656,CAD
2004-06-14,1.3682,CAD
2004-06-15,1.3699,CAD
2004-06-16,1.3772,CAD
2004-06-17,1.3752,CAD
2004-06-18,1.3645,CAD
2004-06-21,1.364,CAD
2004-06-22,1.3592,CAD
2004-06-23,1.3614,CAD
2004-06-24,1.343,CAD
2004-06-25,1.3489,CAD
2004-06-28,1.3435,CAD
2004-06-29,1.3465,CAD
2004-06-30,1.3407,CAD
2004-07-01,1.3325,CAD
2004-07-02,1.3254,CAD
2004-07-06,1.3261,CAD
2004-07-07,1.3196,CAD
2004-07-08,1.3164,CAD
2004-07-09,1.3207,CAD
2004-07-12,1.3188,CAD
2004-07-13,1.3259,CAD
2004-07-14,1.3225,CAD
2004-07-15,1.324,CAD
2004-07-16,1.3092,CAD
2004-07-19,1.3082,CAD
2004-07-20,1.3099,CAD
2004-07-21,1.3242,CAD
2004-07-22,1.3136,CAD
2004-07-23,1.3219,CAD
2004-07-26,1.332,CAD
2004-07-27,1.3353,CAD
2004-07-28,1.3309,CAD
2004-07-29,1.3259,CAD
2004-07-30,1.3296,CAD
2004-08-02,1.3314,CAD
2004-08-03,1.3185,CAD
2004-08-04,1.3152,CAD
2004-08-05,1.3178,CAD
2004-08-06,1.31,CAD
2004-08-09,1.3165,CAD
2004-08-10,1.3139,CAD
2004-08-11,1.324,CAD
2004-08-12,1.3323,CAD
2004-08-13,1.3092,CAD
2004-08-16,1.3076,CAD
2004-08-17,1.308,CAD
2004-08-18,1.3074,CAD
2004-08-19,1.2964,CAD
2004-08-20,1.298,CAD
2004-08-23,1.3065,CAD
2004-08-24,1.3048,CAD
2004-08-25,1.3047,CAD
2004-08-26,1.3123,CAD
2004-08-27,1.3104,CAD
2004-08-30,1.3174,CAD
2004-08-31,1.3166,CAD
2004-09-01,1.3071,CAD
2004-09-02,1.2995,CAD
2004-09-03,1.3005,CAD
2004-09-07,1.2882,CAD
2004-09-08,1.2905,CAD
2004-09-09,1.2878,CAD
2004-09-10,1.288,CAD
2004-09-13,1.3,CAD
2004-09-14,1.292,CAD
2004-09-15,1.2987,CAD
2004-09-16,1.2914,CAD
2004-09-17,1.3002,CAD
2004-09-20,1.2944,CAD
2004-09-21,1.2886,CAD
2004-09-22,1.2816,CAD
2004-09-23,1.2782,CAD
2004-09-24,1.2763,CAD
2004-09-27,1.2738,CAD
2004-09-28,1.2754,CAD
2004-09-29,1.273,CAD
2004-09-30,1.2648,CAD
2004-10-01,1.2629,CAD
2004-10-04,1.2726,CAD
2004-10-05,1.2625,CAD
2004-10-06,1.2592,CAD
2004-10-07,1.2577,CAD
2004-10-08,1.2512,CAD
2004-10-12,1.2575,CAD
2004-10-13,1.264,CAD
2004-10-14,1.2528,CAD
2004-10-15,1.252,CAD
2004-10-18,1.255,CAD
2004-10-19,1.2542,CAD
2004-10-20,1.2432,CAD
2004-10-21,1.2426,CAD
2004-10-22,1.2379,CAD
2004-10-25,1.2232,CAD
2004-10-26,1.2246,CAD
2004-10-27,1.2253,CAD
2004-10-28,1.2194,CAD
2004-10-29,1.2209,CAD
2004-11-01,1.2229,CAD
2004-11-02,1.2263,CAD
2004-11-03,1.2121,CAD
2004-11-04,1.2053,CAD
2004-11-05,1.1981,CAD
2004-11-08,1.1925,CAD
2004-11-09,1.195,CAD
2004-11-10,1.1977,CAD
2004-11-12,1.1919,CAD
2004-11-15,1.2032,CAD
2004-11-16,1.1932,CAD
2004-11-17,1.1925,CAD
2004-11-18,1.207,CAD
2004-11-19,1.1928,CAD
2004-11-22,1.1848,CAD
2004-11-23,1.1865,CAD
2004-11-24,1.1813,CAD
2004-11-26,1.1775,CAD
2004-11-29,1.1846,CAD
2004-11-30,1.1902,CAD
2004-12-01,1.1856,CAD
2004-12-02,1.1899,CAD
2004-12-03,1.1976,CAD
2004-12-06,1.2012,CAD
2004-12-07,1.2088,CAD
2004-12-08,1.2248,CAD
2004-12-09,1.2253,CAD
2004-12-10,1.2273,CAD
2004-12-13,1.2286,CAD
2004-12-14,1.2377,CAD
2004-12-15,1.2229,CAD
2004-12-16,1.2363,CAD
2004-12-17,1.2257,CAD
2004-12-20,1.2297,CAD
2004-12-21,1.2271,CAD
2004-12-22,1.2401,CAD
2004-12-23,1.2358,CAD
2004-12-24,1.2291,CAD
2004-12-27,1.216,CAD
2004-12-28,1.2185,CAD
2004-12-29,1.2165,CAD
2004-12-30,1.2064,CAD
2004-12-31,1.2034,CAD
2005-01-03,1.2108,CAD
2005-01-04,1.2248,CAD
2005-01-05,1.2236,CAD
2005-01-06,1.2371,CAD
2005-01-07,1.2333,CAD
2005-01-10,1.2194,CAD
2005-01-11,1.2142,CAD
2005-01-12,1.1982,CAD
2005-01-13,1.2005,CAD
2005-01-14,1.2188,CAD
2005-01-18,1.2217,CAD
2005-01-19,1.2268,CAD
2005-01-20,1.2334,CAD
2005-01-21,1.2211,CAD
2005-01-24,1.2258,CAD
2005-01-25,1.2381,CAD
2005-01-26,1.2307,CAD
2005-01-27,1.2366,CAD
2005-01-28,1.2422,CAD
2005-01-31,1.2396,CAD
2005-02-01,1.2405,CAD
2005-02-02,1.2408,CAD
2005-02-03,1.2424,CAD
2005-02-04,1.2495,CAD
2005-02-07,1.2562,CAD
2005-02-08,1.2476,CAD
2005-02-09,1.2511,CAD
2005-02-10,1.2406,CAD
2005-02-11,1.238,CAD
2005-02-14,1.2342,CAD
2005-02-15,1.2336,CAD
2005-02-16,1.2421,CAD
2005-02-17,1.231,CAD
2005-02-18,1.2294,CAD
2005-02-22,1.2301,CAD
2005-02-23,1.2402,CAD
2005-02-24,1.2435,CAD
2005-02-25,1.2407,CAD
2005-02-28,1.2295,CAD
2005-03-01,1.2425,CAD
2005-03-02,1.2395,CAD
2005-03-03,1.2463,CAD
2005-03-04,1.2324,CAD
2005-03-07,1.23,CAD
2005-03-08,1.2163,CAD
2005-03-09,1.2064,CAD
2005-03-10,1.205,CAD
2005-03-11,1.2041,CAD
2005-03-14,1.2087,CAD
2005-03-15,1.2064,CAD
2005-03-16,1.2038,CAD
2005-03-17,1.2028,CAD
2005-03-18,1.2027,CAD
2005-03-21,1.211,CAD
2005-03-22,1.2017,CAD
2005-03-23,1.2133,CAD
2005-03-24,1.215,CAD
2005-03-25,1.218,CAD
2005-03-28,1.2234,CAD
2005-03-29,1.2135,CAD
2005-03-30,1.2164,CAD
2005-03-31,1.2094,CAD
2005-04-01,1.2146,CAD
2005-04-04,1.2202,CAD
2005-04-05,1.2198,CAD
2005-04-06,1.2216,CAD
2005-04-07,1.2205,CAD
2005-04-08,1.2252,CAD
2005-04-11,1.233,CAD
2005-04-12,1.2408,CAD
2005-04-13,1.2365,CAD
2005-04-14,1.2417,CAD
2005-04-15,1.242,CAD
2005-04-18,1.2482,CAD
2005-04-19,1.2409,CAD
2005-04-20,1.2388,CAD
2005-04-21,1.2384,CAD
2005-04-22,1.2342,CAD
2005-04-25,1.2372,CAD
2005-04-26,1.2462,CAD
2005-04-27,1.2465,CAD
2005-04-28,1.2508,CAD
2005-04-29,1.2568,CAD
2005-05-02,1.2552,CAD
2005-05-03,1.2541,CAD
2005-05-04,1.2502,CAD
2005-05-05,1.2448,CAD
2005-05-06,1.2429,CAD
2005-05-09,1.2377,CAD
2005-05-10,1.2373,CAD
2005-05-11,1.2474,CAD
2005-05-12,1.2493,CAD
2005-05-13,1.2625,CAD
2005-05-16,1.2703,CAD
2005-05-17,1.2664,CAD
2005-05-18,1.2618,CAD
2005-05-19,1.2627,CAD
2005-05-20,1.2627,CAD
2005-05-23,1.2578,CAD
2005-05-24,1.2612,CAD
2005-05-25,1.2641,CAD
2005-05-26,1.268,CAD
2005-05-27,1.2585,CAD
2005-05-31,1.2512,CAD
2005-06-01,1.2471,CAD
2005-06-02,1.2473,CAD
2005-06-03,1.2483,CAD
2005-06-06,1.2447,CAD
2005-06-07,1.2471,CAD
2005-06-08,1.244,CAD
2005-06-09,1.2549,CAD
2005-06-10,1.2492,CAD
2005-06-13,1.2578,CAD
2005-06-14,1.2554,CAD
2005-06-15,1.2397,CAD
2005-06-16,1.2376,CAD
2005-06-17,1.235,CAD
2005-06-20,1.2319,CAD
2005-06-21,1.231,CAD
2005-06-22,1.2351,CAD
2005-06-23,1.2311,CAD
2005-06-24,1.2329,CAD
2005-06-27,1.2307,CAD
2005-06-28,1.231,CAD
2005-06-29,1.2263,CAD
2005-06-30,1.2256,CAD
2005-07-01,1.2418,CAD
2005-07-05,1.2437,CAD
2005-07-06,1.2365,CAD
2005-07-07,1.2288,CAD
2005-07-08,1.2207,CAD
2005-07-11,1.2115,CAD
2005-07-12,1.2048,CAD
2005-07-13,1.2073,CAD
2005-07-14,1.2071,CAD
2005-07-15,1.2206,CAD
2005-07-18,1.2154,CAD
2005-07-19,1.2186,CAD
2005-07-20,1.2218,CAD
2005-07-21,1.2177,CAD
2005-07-22,1.218,CAD
2005-07-25,1.2194,CAD
2005-07-26,1.2291,CAD
2005-07-27,1.2341,CAD
2005-07-28,1.2345,CAD
2005-07-29,1.2257,CAD
2005-08-01,1.2136,CAD
2005-08-02,1.2122,CAD
2005-08-03,1.2128,CAD
2005-08-04,1.2119,CAD
2005-08-05,1.2185,CAD
2005-08-08,1.2132,CAD
2005-08-09,1.214,CAD
2005-08-10,1.2113,CAD
2005-08-11,1.2025,CAD
2005-08-12,1.1946,CAD
2005-08-15,1.1968,CAD
2005-08-16,1.198,CAD
2005-08-17,1.207,CAD
2005-08-18,1.2178,CAD
2005-08-19,1.2152,CAD
2005-08-22,1.204,CAD
2005-08-23,1.1981,CAD
2005-08-24,1.1956,CAD
2005-08-25,1.1888,CAD
2005-08-26,1.1949,CAD
2005-08-29,1.1965,CAD
2005-08-30,1.1919,CAD
2005-08-31,1.1893,CAD
2005-09-01,1.1855,CAD
2005-09-02,1.188,CAD
2005-09-06,1.1867,CAD
2005-09-07,1.1855,CAD
2005-09-08,1.1822,CAD
2005-09-09,1.1749,CAD
2005-09-12,1.1854,CAD
2005-09-13,1.18,CAD
2005-09-14,1.1823,CAD
2005-09-15,1.1863,CAD
2005-09-16,1.1826,CAD
2005-09-19,1.1691,CAD
2005-09-20,1.1704,CAD
2005-09-21,1.1682,CAD
2005-09-22,1.1668,CAD
2005-09-23,1.1713,CAD
2005-09-26,1.177,CAD
2005-09-27,1.1777,CAD
2005-09-28,1.1782,CAD
2005-09-29,1.1725,CAD
2005-09-30,1.1607,CAD
2005-10-03,1.1657,CAD
2005-10-04,1.172,CAD
2005-10-05,1.1793,CAD
2005-10-06,1.1815,CAD
2005-10-07,1.1746,CAD
2005-10-11,1.1754,CAD
2005-10-12,1.1706,CAD
2005-10-13,1.1836,CAD
2005-10-14,1.1854,CAD
2005-10-17,1.1801,CAD
2005-10-18,1.1802,CAD
2005-10-19,1.1776,CAD
2005-10-20,1.1763,CAD
2005-10-21,1.1842,CAD
2005-10-24,1.1887,CAD
2005-10-25,1.1768,CAD
2005-10-26,1.1703,CAD
2005-10-27,1.1695,CAD
2005-10-28,1.1769,CAD
2005-10-31,1.1796,CAD
2005-11-01,1.1765,CAD
2005-11-02,1.1806,CAD
2005-11-03,1.1817,CAD
2005-11-04,1.1815,CAD
2005-11-07,1.1898,CAD
2005-11-08,1.1885,CAD
2005-11-09,1.1857,CAD
2005-11-10,1.1876,CAD
2005-11-14,1.196,CAD
2005-11-15,1.1942,CAD
2005-11-16,1.1918,CAD
2005-11-17,1.1864,CAD
2005-11-18,1.1907,CAD
2005-11-21,1.182,CAD
2005-11-22,1.1771,CAD
2005-11-23,1.172,CAD
2005-11-25,1.1691,CAD
2005-11-28,1.1656,CAD
2005-11-29,1.1671,CAD
2005-11-30,1.167,CAD
2005-12-01,1.1682,CAD
2005-12-02,1.1627,CAD
2005-12-05,1.1565,CAD
2005-12-06,1.1563,CAD
2005-12-07,1.1582,CAD
2005-12-08,1.1572,CAD
2005-12-09,1.158,CAD
2005-12-12,1.1507,CAD
2005-12-13,1.1516,CAD
2005-12-14,1.1531,CAD
2005-12-15,1.158,CAD
2005-12-16,1.156,CAD
2005-12-19,1.1633,CAD
2005-12-20,1.1733,CAD
2005-12-21,1.1691,CAD
2005-12-22,1.1665,CAD
2005-12-23,1.1654,CAD
2005-12-27,1.1736,CAD
2005-12-28,1.1636,CAD
2005-12-29,1.1642,CAD
2005-12-30,1.1656,CAD
2006-01-03,1.1565,CAD
2006-01-04,1.1515,CAD
2006-01-05,1.1619,CAD
2006-01-06,1.165,CAD
2006-01-09,1.1691,CAD
2006-01-10,1.1628,CAD
